PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
iehFW,r4rk1/2qn2bp/b1p3p1/p2pp3/Pp1P1B2/5N2/1P2NPPP/2RQR1K1 w - - 0 19,d4e5 a6e2 e1e2 f8f4,1648,75,97,5873,capturingDefender,https://lichess.org/ypHGiA4a#37,
ij1fS,r1bq4/1pk1b2r/p1npPnQp/2pN1Pp1/8/1N6/PPP3PP/R1B2RK1 b - - 3 17,c7b8 d5f6 e7f6 g6h7,1324,75,97,2589,capturingDefender,https://lichess.org/8pHNKX2R/black#34,Philidor_Defense Philidor_Defense_Exchange_Variation
inEYm,r2qr1k1/ppp2ppp/2np1n2/5b2/2P5/P1B5/1P1NBPPP/R2QR1K1 b - - 5 14,f5g4 c3f6 d8f6 e2g4 e8e1 d1e1,1676,75,97,9254,capturingDefender,https://lichess.org/IDidRh9t/black#28,English_Opening English_Opening_Kings_English_Variation
iqJr3,3q2k1/4Rn2/5r2/p1p2NpP/4P1P1/PPN2P2/2P1B3/2K5 w - - 3 38,e2c4 f6f5 e4f5 d8e7,1380,75,97,981,capturingDefender,https://lichess.org/pETVCZBz#75,
itiCj,3r2k1/1ppr1ppp/p1n1q3/3n4/4pR2/P1N1P1P1/1PP1Q1PP/3RB1K1 w - - 8 18,f4e4 d5c3 b2c3 e6e4 d1d7 d8d7,1364,76,97,21429,capturingDefender,https://lichess.org/e7Tz7KHf#35,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
iwi7k,3rr1k1/pp2qpp1/3p3p/2pQ3b/4n3/P1N1P2P/BPP3P1/R4RK1 b - - 1 18,e4f6 f1f6 e7f6 d5h5,1428,76,97,3898,capturingDefender,https://lichess.org/C9MqiJ7x/black#36,Italian_Game Italian_Game_Giuoco_Pianissimo
iz0WW,r2q1rk1/5ppp/nRp1p3/2bpN3/3P4/1N1QP3/5PPP/4K2R w K - 0 21,d4c5 a6c5 b3c5 d8b6 e1g1 b6c5,1592,76,97,4534,capturingDefender,https://lichess.org/RhvInrmm#41,
j6Xqz,3r2k1/pn1q1pP1/6nQ/1p1p4/6P1/2N4P/PPP2P2/3R2K1 b - - 0 25,d5d4 c3e4 d7e7 e4g5 e7g5 h6g5,1647,75,97,822,quietMove,https://lichess.org/wDF0yy3G/black#50,
j6m4N,r1bqr1k1/pp3pp1/5n1p/3pN2P/3p4/2PB2R1/PP3QP1/1K3R2 w - - 0 25,f2f6 d8f6 f1f6 e8e5,896,76,97,1632,capturingDefender,https://lichess.org/ASorYu1t#49,
jMIup,4r1k1/1b1n1r1p/p2q1ppQ/2pPp3/PpP4N/1P4P1/2B2P1P/3RR1K1 w - - 2 25,h4g6 f6f5 g6e7 d6e7,2165,75,97,340,quietMove,https://lichess.org/V1DnGLDa#49,
jiPNy,2kr2nr/ppp3p1/3b1p2/4q3/4P1p1/2NBB3/PPP2PP1/R2Q1RK1 w - - 0 14,g2g3 e5h5 d1g4 h5g4,1445,75,97,3678,quietMove,https://lichess.org/E3spGU2V#27,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit
jmSTH,r4rk1/pp2p1bp/3p2p1/q2PnbN1/3N1P2/7P/PP4P1/R1BQ1RK1 b - - 0 15,e5d3 d4f5 f8f5 d1d3,1469,74,97,3661,capturingDefender,https://lichess.org/OkOmiTmL/black#30,Sicilian_Defense Sicilian_Defense_Alapin_Variation
jrz8R,2b2rk1/rp1p1pp1/5n1p/p2N4/8/2P2BP1/PP3K1P/R3R3 b - - 2 20,a7a6 d5e7 g8h7 e7c8 f8c8 f3b7,1706,75,97,8244,capturingDefender,https://lichess.org/Tpjs5W6X/black#40,
k7u9l,5rk1/p3bppp/1p2pn2/1Pp5/P1b1q3/6P1/1B1PNP1P/R2Q1RK1 w - - 1 16,f1e1 c4d5 f2f3 e4f3,1456,76,97,10137,quietMove,https://lichess.org/DKzO3QkJ#31,Sicilian_Defense Sicilian_Defense_Mengarini_Variation
k9NjE,5bk1/1p1n1p1p/2p1b3/p1P1q1p1/N2Q2P1/1P2P1NP/P4PB1/6K1 b - - 2 28,f8c5 d4e5 d7e5 a4c5,1578,76,97,10289,capturingDefender,https://lichess.org/2D8EchG5/black#56,
k9o9b,r4rk1/p2qbppp/2pp1n2/4P1B1/8/8/PP3PPP/RN1QR1K1 b - - 0 13,d6e5 d1d7 f6d7 g5e7,1297,75,97,7987,capturingDefender,https://lichess.org/NASrinaP/black#26,Sicilian_Defense Sicilian_Defense_Delayed_Alapin
kEswn,rn1qkb1r/pb1p1ppp/1p2pn2/8/3BP3/3B1N2/PPP2PPP/RN1Q1RK1 b kq - 2 7,b7e4 d4f6 d8f6 d3e4,1456,74,97,3440,capturingDefender,https://lichess.org/FeILBvfY/black#14,French_Defense French_Defense_Normal_Variation
kcbKp,r2qk2r/ppp2pbp/2np1np1/4p1B1/2B1P1b1/3P2Q1/PPP1NPPP/RN2K2R b KQkq - 3 8,e8g8 g5f6 d8f6 g3g4,1156,75,97,1931,capturingDefender,https://lichess.org/iGec8SGP/black#16,Kings_Pawn_Game Kings_Pawn_Game_Wayward_Queen_Attack
kk9Ex,5rk1/Q3pp1p/6p1/3P1b2/2r2q2/2NR4/P5PP/1R2N1K1 w - - 1 29,a7f2 f4f2 g1f2 f5d3 e1d3 c4c3,1491,75,97,17443,capturingDefender,https://lichess.org/CjxEs6M2#57,
l4Nvy,r4br1/1bp5/p3kp2/2p1p2p/4N3/1P1PB3/P1P2PPP/R4RK1 w - - 4 17,e3c5 b7e4 d3e4 f8c5,1516,76,97,14201,capturingDefender,https://lichess.org/r0OKkLjG#33,Italian_Game Italian_Game_Two_Knights_Defense
lFbPo,r1bR1bk1/pp3qp1/2p4p/3p4/3P3Q/5P2/PP4P1/R5K1 b - - 0 31,f7f6 h4f6 g7f6 a1e1 g8f7 e1e8,1503,75,97,4563,quietMove,https://lichess.org/yztHDA2u/black#62,
lL9xo,rq3rk1/2R2pbp/3p2p1/1NpP4/4P3/3Q2P1/P4PKP/5R2 w - - 0 23,d3e2 a8a5 f1b1 a5b5 e2b5 b8c7,1687,73,97,14021,capturingDefender,https://lichess.org/F5Px74dw#45,
lQSrp,r5k1/4q2p/p2p1p2/1ppPn3/4B1b1/2Q2N2/PPP4P/2K3R1 b - - 1 21,g8h8 f3e5 f6e5 g1g4,1126,77,97,1340,capturingDefender,https://lichess.org/Qyb5cI3G/black#42,
lSP3K,rn1q1rk1/pp2ppbp/2pp1np1/6B1/2PP2b1/2NB2QN/PP3PPP/R4RK1 b - - 3 10,f8e8 g5f6 e7f6 g3g4,1210,78,97,2235,capturingDefender,https://lichess.org/SDSyWWLw/black#20,Indian_Defense Indian_Defense_West_Indian_Defense
lX0ZR,6rk/p4p1p/2Q2p2/4p3/P2qP1b1/2pB4/2P1KP1P/R2R4 w - - 5 22,f2f3 g4e6 d1g1 g8g1 a1g1 d4g1,2417,86,97,49,quietMove,https://lichess.org/MexIu5iM#43,
lpJHV,2r1r1k1/1b4pp/1p6/p1qpPp2/2nQ4/P1B2N1P/5PPK/R3R3 b - - 3 31,c4a3 d4c5 b6c5 a1a3,1368,74,97,1131,capturingDefender,https://lichess.org/6LBz3ALV/black#62,
lvOoI,r1bqr1k1/1p3ppp/pn2pb2/8/2PN4/4BB2/PP3PPP/R2Q1RK1 w - - 2 15,d1b3 f6d4 f1d1 e6e5 e3d4 e5d4,1403,75,97,2024,quietMove,https://lichess.org/bKct2N9H#29,French_Defense French_Defense_Schlechter_Variation
mQPZa,3r4/1p1q3k/p1n1r2p/2P2p2/BP1ppQp1/P7/5PPP/2R1R1K1 b - - 5 29,e6e5 a4c6 b7c6 f4e5,1192,74,97,10858,capturingDefender,https://lichess.org/pjKAqY5o/black#58,
mQsHA,1n2r1k1/3p1p1p/3P2p1/1Pp5/6P1/P1Q2b2/4qPP1/2B2RK1 b - - 0 20,f3b7 c1b2 e2e5 c3e5 e8e5 b2e5,2108,75,97,726,quietMove,https://lichess.org/WvFU8elZ/black#40,
mh8eY,6k1/pb1rqpp1/4p2p/3n2N1/5B1Q/2r4P/P3BPP1/1R2R1K1 w - - 0 28,g5f3 e7h4 f3h4 d5f4,1767,75,97,1933,capturingDefender,https://lichess.org/SZ7CXLvA#55,
miXRm,r1b2rk1/pp2ppbp/1qn3p1/1B1pP3/3Pn3/5N1P/PP3PP1/RNBQR1K1 w - - 1 11,b1c3 e4c3 b2c3 b6b5,1226,75,97,11720,capturingDefender,https://lichess.org/ZiaoOOIo#21,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
mvndz,5rk1/5pp1/3p1q1p/1Q1Pp3/1PnbP3/P1r2B2/5PPP/2R2RK1 b - - 5 21,c4e3 c1c3 e3f1 c3c2 f1h2 g1h2,2387,116,97,39,quietMove,https://lichess.org/BWqaBdXs/black#42,
njPHP,rn1qr1k1/pp1b1p1p/3p4/1B1P3p/4p3/2Q1B3/PPP1NPP1/2KR4 b - - 0 15,d7b5 e3h6 e8e5 c3g3 e5g5 h6g5,1971,76,97,211,quietMove,https://lichess.org/2BqdFZjW/black#30,Modern_Defense Modern_Defense_Other_variations
nlV7V,r5k1/pp1nbr1p/2p1Q1p1/q7/3P4/3BB2P/PPP3P1/5RK1 b - - 0 16,a8f8 d3c4 g8h8 f1f7,2367,91,97,51,quietMove,https://lichess.org/iEXR2gmy/black#32,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Teichmann_Defense
nm6Mw,r2q1rk1/B2bppbp/3p1np1/1p6/4P3/2N2P2/PPPQB1PP/1K1R3R w - - 1 14,c3b5 d7b5 e2b5 a8a7,1080,77,97,785,capturingDefender,https://lichess.org/JWJM8hXN#27,Sicilian_Defense Sicilian_Defense_Dragon_Variation
npRuZ,5rk1/p4pp1/2p1bR1B/q1b1p3/2P1P3/3B2NP/Pr4P1/R2Q3K b - - 0 18,g7f6 g3f5 e6f5 e4f5,1666,74,97,876,quietMove,https://lichess.org/ukRAsO5j/black#36,Sicilian_Defense Sicilian_Defense_Kramnik_Variation
o1xNp,r4rk1/2pqbppp/p1b2n2/4R1N1/p1N2B2/2P3P1/PP5P/R2Q2K1 b - - 2 20,f6g4 d1d7 c6d7 e5e7,1172,79,97,12169,capturingDefender,https://lichess.org/sv0aiImU/black#40,
o48mb,4r1k1/5pp1/2b2q2/4n3/8/1BP1QpPP/PP3P2/R3R1K1 w - - 5 25,h3h4 f6f5 b3c4 e5c4 e3e8 c6e8,2132,76,97,320,quietMove,https://lichess.org/L7sCe12U#49,
o5FbD,3rr2k/ppQ4p/5pq1/3Bn3/8/8/PPP2PPP/R4RK1 w - - 1 25,c2c4 d8d5 c4d5 e8g8 g2g3 e5f3 g1h1 g6h5,2593,81,97,178,quietMove,https://lichess.org/83vZoi2d#49,
oAe2w,r4r2/pp2pp1k/8/1P3p2/2BNp3/2P1q2p/P1Q5/6RK b - - 3 28,e7e5 c2d1 e5d4 d1h5 e3h6 h5f5,2393,98,97,289,quietMove,https://lichess.org/Zc0YUe10/black#56,
oB5HF,2rr4/R4pkp/6p1/3nN3/1q6/2p5/5PPP/Q3R1K1 b - - 3 31,b4b2 a7f7 g7g8 a1a7 c8c7 f7c7,1754,85,97,56,quietMove,https://lichess.org/nvPwPOfF/black#62,
oE0ij,q4rk1/1p3p1p/2n1p1pn/2PpP1P1/1P6/2PB2Pb/2QN3P/B4RK1 w - - 1 20,g5h6 h3f1 d3f1 a8a1,1236,77,97,9964,capturingDefender,https://lichess.org/qNGTvzbN#39,
oO6tP,6k1/1prqbP2/p6p/8/bP6/P2pP1P1/B3QP2/4R1K1 b - - 0 32,g8f8 e2b2 e7f6 b2f6,2283,77,97,167,quietMove,https://lichess.org/b2UDM6Xs/black#64,
oUSBB,1r3rk1/5ppb/p1Bp1q1p/2nP3P/5P2/P1N5/1PPQ4/2KR2R1 w - - 2 24,b2b4 c5e4 d2d4 f6d4 d1d4 e4c3,2064,74,97,900,capturingDefender,https://lichess.org/eXZxXFLR#47,
obt8n,r5k1/1p4pp/p5br/3R1p2/1P5q/P4PP1/2Q4P/4R2K b - - 0 29,f5f4 c2a2 h4h2 a2h2 h6h2 h1h2,2270,77,97,143,quietMove,https://lichess.org/PpPxCmwt/black#58,
of6aC,4rr1k/1Qp1q3/1p1p1p1p/6n1/1PPPp3/P3P1P1/1B3PK1/2RR4 w - - 2 27,b7d5 e7d7 d1h1 c7c6 d5d6 d7d6,2150,75,97,366,quietMove,https://lichess.org/DSr0Y6gj#53,
oh983,4r1k1/5pBq/p4Pp1/1p1rP1Qp/2p5/PP1p3P/B1P4P/4R1K1 w - - 0 34,b3c4 d3d2 e1d1 e8e5 g5g3 h5h4 g3g4 e5e1 g1g2 d5d8 d1d2 d8d2,2562,92,97,37,quietMove,https://lichess.org/w2pDaBhi#67,
ohzzO,r4rk1/pp3p2/3pq1nQ/2p3Bp/2P1P3/7P/PPP3P1/5RK1 b - - 4 24,g6f4 g5f6 e6f6 h6f6,1818,75,97,180,quietMove,https://lichess.org/EBB78dXF/black#48,
oiEUi,3r1rk1/1q1n1pp1/pp1bp1p1/2pP4/1PP1n3/P3B2P/2B1NPP1/2RQK2R b K - 0 20,e6d5 c2e4 d5e4 d1d6,1528,76,97,13256,capturingDefender,https://lichess.org/TeUtgTxZ/black#40,
oqDVp,r4rk1/b4p1p/p3p1p1/q2pP3/P4PBQ/2R5/P5PP/2R4K b - - 0 28,a5a4 c3h3 h7h5 g4h5,1731,74,97,1856,quietMove,https://lichess.org/P7gK7fOp/black#56,
oqk0G,rn1qkb1r/ppp2ppp/4pn2/6B1/3Pb3/2N2N2/PPP3PP/R2QKB1R b KQkq - 1 7,f8e7 g5f6 g7f6 c3e4,1548,76,97,1852,capturingDefender,https://lichess.org/t8SFpnlz/black#14,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Blackmar_Gambit
owA5K,r4rk1/1b1p1ppp/p7/1pq5/1N6/1B4P1/P4R1P/R2Q2K1 w - - 0 21,b4d3 c5c6 d1f3 c6f3 f2f3 b7f3,1523,76,97,1240,quietMove,https://lichess.org/hLzLIdye#41,
p0XU1,b2rr1k1/2R2ppp/1p2pn2/8/3PPq2/P2B1N1P/1P3PP1/3QR1K1 w - - 1 21,f3e5 d8d4 c7c4 f4e5 c4d4 e5d4,1948,76,97,8308,capturingDefender,https://lichess.org/5xAWkehs#41,
p0zhj,r5kr/pp1Q2bp/3R2p1/6N1/5P2/4n3/q5PP/5R1K b - - 2 21,e3f1 d6d5 f1g3 h2g3,2266,78,97,533,quietMove,https://lichess.org/CGDKhFTI/black#42,
p4gNC,r1b2Rk1/pp2p2p/4q1pb/8/2N3p1/2P1P3/PPN3PP/R2Q2K1 b - - 0 18,g8f8 d1d8 f8g7 a1f1 c8d7 d8a8,1839,74,97,533,quietMove,https://lichess.org/XRPQOrJb/black#36,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
p5zzH,rn1q1rk1/pp2ppbp/2p1b1p1/4N3/2pP1B2/3BP3/PP1Q1PPP/R4RK1 w - - 0 12,d3c4 g7e5 f4e5 e6c4,1414,75,97,12256,capturingDefender,https://lichess.org/NeTJHsP5#23,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack
p8VoK,r2qkb1r/pp2pppp/2n5/3p2B1/3Pn1b1/2P2N2/PP2BPPP/RN1QK2R w KQkq - 5 8,h2h3 g4f3 e2f3 e4g5,1344,75,97,6089,capturingDefender,https://lichess.org/XTz5mo3y#15,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
pA9PX,r4r2/1p2ppkp/p1np2p1/7n/3PP3/3BQP1q/PP3P1P/RN3R1K b - - 6 16,c6d4 e3d4 e7e5 d4e3 h5f4 f1g1,2072,76,97,146,quietMove,https://lichess.org/bA3yaBFl/black#32,Sicilian_Defense Sicilian_Defense_Alapin_Variation
pBv8m,3r2k1/p3rpp1/1p6/1B1bbRpn/Q6q/8/PP2N1PP/5RBK b - - 3 28,e5b8 a4h4 g5h4 f5h5,1526,74,97,20749,capturingDefender,https://lichess.org/yRyZUa5q/black#56,
pJAta,1r1q4/5pk1/pp2p3/1b1pPp2/2pP1P1r/Q1P2N2/2P4K/RR6 w - - 0 37,f3h4 d8h4 h2g2 b8h8 b1h1 h4g4,2561,79,97,194,quietMove,https://lichess.org/boccMi41#73,
pXQ7a,3rrqk1/4b2p/p3p1pP/1p1b4/2pPBQ2/2P2NP1/P4P2/2R1R1K1 w - - 4 29,f4d2 d5e4 e1e4 f8f3,1066,77,97,4291,capturingDefender,https://lichess.org/6hEOQY2q#57,
plZny,2r3k1/2r5/2P1b2q/1Q1pNp2/3P1Pp1/P5p1/5R1P/2R3K1 w - - 0 31,h2g3 c7h7 f2g2 h6h1 g1f2 h1c1,1494,76,97,19995,quietMove,https://lichess.org/oIHbwCgm#61,
pmfY9,2k3r1/pp1b1p2/2n1pP1r/8/2Q5/2P3B1/P4PP1/2R3K1 w - - 3 28,c4c5 g8h8 g1f1 h6h1 f1e2 h1c1,1505,76,97,797,quietMove,https://lichess.org/D01TdWYY#55,
poSjN,Qn1q1rk1/1R1pnppp/2p1p2b/4P3/3P4/5N2/P4PPP/5RK1 b - - 6 17,e7d5 f1b1 b8a6 a8a6,1670,75,97,1787,quietMove,https://lichess.org/vlrtVqsn/black#34,French_Defense French_Defense_Normal_Variation
q24Y9,r4rk1/ppp2ppp/2n1b3/2n1P1N1/8/P7/1BP1B1PP/2KR1R2 b - - 4 18,c5d7 g5e6 f7e6 d1d7,1730,78,97,18465,capturingDefender,https://lichess.org/avyl2Jds/black#36,Center_Game Center_Game_Other_variations
q3DIK,r1b2rk1/pp3ppp/4pn2/2bqN3/1n6/2Q3P1/PP2PPBP/RNB2RK1 b - - 5 11,f6e4 g2e4 d5e4 c3c5,1192,76,97,5394,capturingDefender,https://lichess.org/jXuBbeMe/black#22,Catalan_Opening Catalan_Opening_Open_Defense
q3RC6,1r1q2k1/pbpp2pp/pb2p3/4PrN1/1PP2P2/P2Q2B1/4N1PP/5R1K b - - 0 21,d7d6 g5e6 d8e8 d3f5,1219,76,97,4082,capturingDefender,https://lichess.org/dwXStZuI/black#42,
qH5RG,r2q1rk1/ppp1bppp/2n5/3p4/3Pn1b1/1BN2N2/PP3PPP/R1BQ1RK1 w - - 3 10,b3d5 e4c3 b2c3 d8d5,1328,75,97,6497,capturingDefender,https://lichess.org/lI0czsXV#19,Ponziani_Opening Ponziani_Opening_Neumann_Gambit
qILM6,r5k1/pbq3p1/4p2p/2p1Nr2/2Pp4/1P1Q4/P1P2PPP/R3R1K1 w - - 2 22,d3g3 f5g5 e5g4 c7g3 h2g3 g5g4,1662,75,97,3670,capturingDefender,https://lichess.org/7j9HaSK8#43,
qLoLl,1r3rk1/pp3p1p/2pp2n1/4bBP1/8/6P1/P2B1PK1/1R2R3 b - - 1 25,d6d5 f5g6 f7g6 e1e5,988,75,97,1372,capturingDefender,https://lichess.org/Y4BBgu2w/black#50,
qeHOv,r4rk1/1b1n1ppp/p2bpq2/1p6/3P4/1B3N2/PPP1QPPP/R1B2RK1 w - - 2 13,c1g5 b7f3 e2f3 f6g5,1603,75,97,21413,capturingDefender,https://lichess.org/3Zeu8PwL#25,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
qebUp,2kr1br1/2p1q3/p1pp4/4p2p/8/P2P1QPb/1PP4N/R1B1R2K b - - 3 20,h5h4 g3g4 h3g4 h2g4,2122,111,97,58,quietMove,https://lichess.org/RT8NQQHg/black#40,
qpDLc,1r4k1/3b1p2/4pPp1/3pP3/p1p5/P1NnKR2/1r2B1P1/7R b - - 3 28,d3e5 f3h3 e5g4 e2g4,1551,76,97,16060,quietMove,https://lichess.org/U9gsVYXL/black#56,
qu6la,r1br2k1/ppp1pp1p/2n3p1/4P3/3P4/2N1BQ2/PqP3PP/R4RK1 b - - 1 15,b2c3 f3f7 g8h8 e3h6 c3e3 h6e3,1621,74,97,1922,quietMove,https://lichess.org/qj9dOJqq/black#30,Pirc_Defense Pirc_Defense_Austrian_Attack
r7p04,r2q1r1k/pp1n2pp/2p1Q3/3nP3/5P2/4N3/PPP3PP/3R1R1K b - - 9 22,d8e7 e6e7 d5e7 d1d7,1267,75,97,10344,capturingDefender,https://lichess.org/T3XgbsWv/black#44,
rGOaS,r2q1rk1/pp2bpp1/5n2/6N1/7Q/2P5/PP3PPP/3R1RK1 b - - 0 18,d8c7 d1d3 f6h5 h4h5 e7g5 h5g5,1768,75,97,2211,quietMove,https://lichess.org/ObbKJOu8/black#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
rRFmj,r1b2rk1/1p2bpp1/pq2p3/3pP2Q/8/NP2PR2/P5PP/R6K b - - 3 17,g7g6 h5h6 b6d8 f3h3 e7h4 h3h4 d8h4 h6h4,1769,75,97,2643,quietMove,https://lichess.org/MBmWqmca/black#34,French_Defense French_Defense_Advance_Variation
rVYeH,r1b1kbnr/pp2pppp/3p4/3P4/1P6/2N2N2/2PQ1PPP/q1B1KB1R b Kkq - 1 10,a7a6 f3d4 g7g6 d4b3,1752,75,97,164,quietMove,https://lichess.org/yW6pdEgW/black#20,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
rX4fG,5rk1/1p3ppp/pq2pn2/n2p4/P2P4/1Pr2B1P/3B1PP1/R2Q1RK1 b - - 1 18,c3b3 d2a5 b6a5 d1b3,1084,77,97,4548,capturingDefender,https://lichess.org/JfRR7Fig/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
rgLIq,r5k1/5ppp/1p2r3/1B1N4/P2Qn3/4P2q/1P3P2/2R2RK1 w - - 1 22,d5f4 h3g4 f4g2 e6g6 d4e4 g4e4,1663,75,97,4206,quietMove,https://lichess.org/TGUZ7Y6e#43,
rgT8W,1r1k1r2/pp2b2R/8/1Qp5/4P3/3P4/PP3qPP/6RK b - - 2 21,a7a6 b5b6 d8d7 e4e5 f2d4 e5e6 d7e8 b6c7,2192,76,97,139,quietMove,https://lichess.org/LyVTuhp2/black#42,
ri9sE,r3k2r/1pQ2ppp/p1b2b2/8/8/BP2qPP1/P3B2P/2R2K2 b kq - 1 22,c6f3 c1e1 e3e2 e1e2 f3e2 f1e2,2212,83,97,65,quietMove,https://lichess.org/Qm74gmip/black#44,
s031G,rn3rk1/pp2ppbp/2pp1np1/q5B1/2PP2b1/2N1PN2/PP2BPPP/R2Q1RK1 w - - 6 9,h2h3 g4f3 e2f3 a5g5,1181,75,97,3646,capturingDefender,https://lichess.org/fIxgnSPy#17,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
s7uR1,1r5k/1p1bbpqp/p2p4/2pNpPp1/2P1P2r/P1BP4/1PB2Q1P/6RK b - - 2 28,f7f6 f2h4 g5h4 g1g7 h8g7 d5e7,1391,75,97,4020,capturingDefender,https://lichess.org/emIDFrnj/black#56,
sBQoa,5rk1/1p3qp1/p2B3p/6Qn/2P5/5b2/PP3P1P/3RR1K1 w - - 0 31,g5e7 f7g6 d6g3 h5g3 h2g3 g6h5 e7h4 f3d1 h4h5 d1h5,2332,76,97,102,quietMove,https://lichess.org/M9BPYbL3#61,
sGpMI,r2qkb1r/4pppp/p1pp1n2/6B1/4P1b1/2N3Q1/PPP2PPP/R3KB1R b KQkq - 3 9,d8a5 g5f6 g7f6 g3g4,1209,76,97,2286,capturingDefender,https://lichess.org/7bPEiZGe/black#18,Sicilian_Defense Sicilian_Defense_Richter-Rauzer_Variation
sIemp,r3kb1r/2q2pp1/7p/1p1Qp3/1p4P1/8/PPP2P1P/2KRR3 b kq - 0 19,a8c8 d5b5 e8e7 e1e5 e7f6 e5f5 f6g6 b5d3 c7c2 d3c2 c8c2 c1c2,2274,106,97,35,quietMove,https://lichess.org/DeuE6E97/black#38,
sJ7Tb,r1q2r2/1b3pbk/p3p1pp/1p6/7R/P1N1Q3/1P2BPPP/2R3K1 b - - 1 22,c8c6 c3e4 c6c1 e3c1,1989,74,97,215,quietMove,https://lichess.org/er4nM8lv/black#44,
sMhoE,4k3/1b2N1pp/p3P1p1/b2P2B1/2p3q1/1pP2r2/1P1Q2PP/4R1K1 b - - 0 30,f3d3 d2f2 a5b6 f2b6,2118,75,97,116,quietMove,https://lichess.org/Zz55uZq6/black#60,
sW5vK,r3k1nr/ppp2ppp/3p4/2b1P3/3nP3/3P1BPq/PPP1Q2P/RNB1K2R w KQkq - 3 10,e2g2 h3g2 f3g2 d4c2,1664,74,97,16147,capturingDefender,https://lichess.org/lZ8Mih43#19,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
scsEz,r1b1k1nr/pppp1ppp/2n2q2/2b1p3/2B1P3/2PP1Q2/PP3PPP/RNB1K1NR b KQkq - 0 6,g8h6 f3f6 g7f6 c1h6,1491,75,97,6723,capturingDefender,https://lichess.org/hzyPKyAx/black#12,Kings_Pawn_Game Kings_Pawn_Game_Wayward_Queen_Attack
snt9V,r5k1/6b1/1pb3pp/p4pN1/2Bq3Q/8/PP4PP/R6K b - - 3 33,c6d5 h4d4 g7d4 c4d5,1573,76,97,29865,capturingDefender,https://lichess.org/sjthVqDh/black#66,
sqGUR,r2q1rk1/1pp2p2/pb2p1nQ/3pP3/1PbP4/P1P3N1/4NPPP/R4RK1 b - - 0 17,d8h4 g3h5 h4h5 h6h5,1524,76,97,1493,quietMove,https://lichess.org/6TnN1GAn/black#34,French_Defense French_Defense_Winawer_Variation
suA2O,r1b2rk1/p3ppbp/1qp3p1/2pnN3/8/2NP3P/PPP1QPP1/R1B1R1K1 w - - 3 15,a1b1 d5c3 b2c3 b6b1,1194,76,97,12549,capturingDefender,https://lichess.org/ti0kIvA7#29,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
t21sj,2r3k1/1qNn1pbp/1p1r2p1/p2P4/8/1P4P1/P1Q1PPKP/2RRN3 w - - 3 21,c2c6 d6c6 d5c6 b7c7,1681,75,97,2101,capturingDefender,https://lichess.org/LH59l10n#41,
tIF3t,2r2rk1/p2qbppp/1p2b3/3pnp2/QP1P4/P1N2N2/2RB1PPP/4R1K1 w - - 0 20,f3e5 d7a4 c3a4 c8c2,898,78,97,458,capturingDefender,https://lichess.org/t4uqhfQ1#39,
tfwVz,r4rk1/4pp1p/pq2b1pQ/1p6/4PN2/5P2/PnP1N1PP/R4R1K b - - 5 20,e6c4 f4h5 g6h5 h6b6,1821,73,97,8254,quietMove,https://lichess.org/H7wdRS8Q/black#40,
thCLg,4r1k1/2pb1ppp/p2n4/1p1PNq2/1P3P2/2P4P/P2Q2P1/4R1K1 b - - 0 26,f7f6 g2g4 d6c4 d2f2 c4e5 g4f5 e5f3 f2f3,2382,78,97,135,quietMove,https://lichess.org/4C9hYvvR/black#52,
tr8t5,6k1/2n1Q1bp/2q3p1/R1P2b2/1B1p4/7P/5PP1/6K1 b - - 1 35,c7d5 e7d8 g7f8 a5a8 c6a8 d8a8,1546,74,97,8884,quietMove,https://lichess.org/shezh5uN/black#70,
trMOA,r3r1k1/p4ppp/N7/q2pn3/8/1P1Q1NP1/P3PPBP/4R1K1 w - - 3 21,b3b4 e5d3 b4a5 d3e1 f3e1 e8e2,1437,75,97,14847,capturingDefender,https://lichess.org/1agbyNK3#41,
u8G3J,2kr1b1r/p1p2pp1/4b2p/2p1N3/P1pP4/B1P2P2/1R3P1P/4R1K1 b - - 1 19,c5d4 e1b1 c7c5 b2b8 c8c7 b1b7,2146,77,97,1847,quietMove,https://lichess.org/AZAoA6Dz/black#38,
