PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
2TnEQ,r1bq1kr1/p2p2bp/2pN4/3P1N2/1pP3p1/1P6/1P2QPP1/R3K2R w KQ - 5 21,e2g4 g7c3 b2c3 g8g4,1412,437,100,6,discoveredAttack,https://lichess.org/e5kKc5bs#41,
2TpwN,Q6r/2p3p1/3b2kp/8/2q1n2P/2N2N2/Pr3PP1/2R3KR w - - 0 26,a8h8 e4c3 h8e8 g6f6,2144,220,100,9,defensiveMove,https://lichess.org/rdQaBcwY#51,
2TzIq,5r1k/pp2Q1bp/2pN3q/3b4/1P1P4/2P1R3/P5B1/6K1 b - - 4 29,d5g2 e7f8 g7f8 d6f7 h8g7 f7h6,1748,75,100,135,fork,https://lichess.org/RgdAtUJK/black#58,
2U4FE,4r1k1/pB1q2p1/2p1b2p/8/8/2N3P1/P1P1Q2P/5R1K w - - 0 31,b7a6 e6d5 c3d5 e8e2 d5f6 g7f6,1858,305,100,3,discoveredAttack,https://lichess.org/vlUhpBXa#61,
2U4wy,r4rk1/ppp2pp1/q5P1/2b3N1/3p2PQ/nP6/KB1P3P/3R3R b - - 0 24,a3b1 a2b1 a6g6 d2d3 c5e7 b2c1,1679,291,100,4,defensiveMove,https://lichess.org/zh1iAc2f/black#48,
2U6pM,1rb2rk1/4ppb1/3p1n2/qBp3Np/3P1N1P/2P1P3/P1Q2PP1/R3K2R w KQ - 5 20,a2a4 b8b5 f4d5 f8e8,1585,354,100,13,defensiveMove,https://lichess.org/aR7DNJ3j#39,
2U8N2,2r2rk1/p4ppp/1p6/4Nq2/P2P1n2/1QP5/5PPP/2R1R1K1 w - - 9 22,e1e3 f5g5 g2g3 f4e2 e3e2 g5c1,1945,74,100,156,discoveredAttack,https://lichess.org/xlbc6Kkb#43,
2UAnU,2rr2k1/1b3ppp/8/p1q1pN2/8/1P3P1P/P1p1Q1P1/2R1R2K b - - 1 24,c5c3 f5e7 g8f8 e7c8,1695,241,100,14,fork,https://lichess.org/Jy5C3jiE/black#48,
2UHSY,1r2r1k1/p1b3p1/2p2p1p/2Pq4/3PN3/4R1P1/P4Q1P/4R1K1 b - - 2 27,c7a5 e4f6 g7f6 e3e8 b8e8 e1e8,1629,141,100,7,discoveredAttack kingsideAttack,https://lichess.org/t3qeKySJ/black#54,
2UIUK,rn3r2/pp3pkp/2pp2p1/6q1/1PP1B1b1/2N1P3/P2PNP2/R2Q1RK1 w - - 2 15,e4g2 g4f3 e2g3 f3d1,1625,130,100,45,pin,https://lichess.org/C5JyJX4C#29,Polish_Opening Polish_Opening_Czech_Defense
2UW3g,3r2k1/pp2bpqp/4b3/5P2/3pN3/P7/1P3QBP/2R4K b - - 0 29,e6d5 f5f6 d5e4 f6g7,1410,75,100,289,fork,https://lichess.org/aRVL3swG/black#58,
2UXmD,rn1q1rk1/ppp3pp/4pn2/3p2N1/8/3B4/PPPP1PPK/RNBQ4 w - - 0 10,g5e6 d8d6 h2g1 d6e6,1151,76,100,1335,fork,https://lichess.org/P5tx6DkG#19,French_Defense French_Defense_Other_variations
2Ujmc,rnb1rk2/pp3pp1/q7/2b3N1/4B1n1/2N3P1/PPP1QP1P/R1B2RK1 w - - 1 16,e2f3 a6f1 g1f1 g4h2 f1g2 h2f3,1643,209,100,19,fork,https://lichess.org/RAAJimtF#31,
2UsAK,r2qkb1r/pp1n1ppp/4pn2/1B1pN3/3P1B2/4P3/PP3PPP/Rb1QK2R w KQkq - 0 9,a1b1 d8a5 e1e2 a5b5,936,76,100,466,fork,https://lichess.org/idZQGqgY#17,Slav_Defense Slav_Defense_Modern_Line
2V2lv,8/p1kn1Q1p/B3pp2/3pPb1K/3P3B/2P3Pq/PP6/RN6 w - - 4 25,a6b5 f5g6 f7g6 h7g6,1907,250,100,13,fork,https://lichess.org/EgPtpZuR#49,
2VClC,r4k1r/pp1q1pp1/n1pNp3/2P5/3P1BnP/3Q2P1/PP6/4RRK1 w - - 1 20,d6f7 f8f7 f4d6 g4f6,1588,500,100,1,defensiveMove,https://lichess.org/w2zCBELC#39,
2VEET,2r5/p4p2/b2p1kp1/1rnPp3/1p2P3/qP2B1N1/P1BQ1P2/1K1R3R w - - 0 28,f2f4 b5a5 f4e5 f6e7 e3g5 e7d7 e5e6 d7c7,2243,103,100,19,defensiveMove quietMove,https://lichess.org/HiAC2lCW#55,
2VIHI,8/3bkr2/p1nqp2N/1p4p1/3p4/8/1Q3PPP/4R1K1 b - - 1 40,f7h7 h6f5 e7d8 f5d6,1408,158,100,20,pin,https://lichess.org/7202f65l/black#80,
2VUsi,r5k1/p3rppp/3p1n2/2p1nB2/8/8/PPP2PPP/R1B1R1K1 w - - 0 16,b2b3 e5f3 g2f3 e7e1,1015,164,100,15,discoveredAttack kingsideAttack,https://lichess.org/uACz9dhi#31,Petrovs_Defense Petrovs_Defense_Modern_Attack
2VWzv,2r1k2r/3q1ppp/p3pn2/2ppQ3/3p1PP1/PN6/1PP2P1P/R3K2R b KQk - 0 16,f6g4 e5g7 e8e7 g7g4,1197,77,100,82,fork,https://lichess.org/6M5D3nrn/black#32,Queens_Pawn_Game Queens_Pawn_Game_London_System
2VY1q,4rr1k/pp4pp/2p1R3/2b3PP/2B2p2/1P3b2/PB3P2/5KR1 b - - 0 30,b7b5 h5h6 b5c4 h6g7,2166,77,100,66,kingsideAttack,https://lichess.org/5mI5WY2T/black#60,
2VgXJ,r2q1r2/pp1nppkp/6p1/3p4/3P4/4PB1P/PP3PP1/R2QK2R w KQ - 0 15,f3d5 d8a5 d1d2 a5d5,991,79,100,53,fork,https://lichess.org/YcGlYanx#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
2W00O,rnb1r1k1/pp3ppp/3q1n2/3p4/2P5/1N1B4/PP2NPPP/R2QK2R b KQ - 0 12,d5c4 d3h7 f6h7 d1d6,1126,75,100,750,discoveredAttack kingsideAttack,https://lichess.org/6NoJgTh8/black#24,French_Defense French_Defense_Exchange_Variation
2WBMZ,r1b5/1pq2pk1/p5p1/6Q1/2ppp1P1/2P1P3/PP5r/2KR1R2 b - - 1 29,c7b6 g5e5 f7f6 e5h2,2117,115,100,50,fork,https://lichess.org/JWL8Cnqo/black#58,
2WKuQ,1r5k/3r2b1/p2Pq3/2R1P2p/3BBp1P/P4P2/7N/K6R b - - 8 39,b8b3 c5c8 g7f8 c8f8 h8g7 f8c8,2368,99,100,46,defensiveMove,https://lichess.org/Ca4c7QNE/black#78,
2WLHP,r2q4/1p4k1/p2p2p1/2nPp3/P3P1R1/2N2N2/1PBQ4/2K4r w - - 1 26,c2d1 c5b3 c1c2 b3d2,919,77,100,511,pin,https://lichess.org/b8HNragQ#51,
2WVDa,2kr3r/ppp2ppp/2p2q2/2b4n/4PP2/6PP/PPPPQ1B1/R1B1K2R b KQ - 0 12,h5g3 e2g4 c8b8 g4g3,950,77,100,238,fork,https://lichess.org/pEPWr6z8/black#24,Russian_Game Russian_Game_Stafford_Gambit
2Wcnl,5r1k/1b2bPpp/p2qp3/r6P/3NpP2/P2pB3/K7/1NQR1B1R w - - 1 26,d4b3 b7d5 f1d3 d5b3 a2b3 e4d3,2700,92,100,46,pin,https://lichess.org/6bypcHiD#51,
2Wd6p,r1b1r1k1/pp3p2/3q1B2/2bp4/Q7/2Pn4/PP3PPP/RN3RK1 b - - 0 16,c8d7 a4h4 d6f6 h4f6,1420,405,100,5,quietMove,https://lichess.org/tNCGlAHj/black#32,
2X9Ww,1r1q1rk1/pbp1bppp/1p2pn2/4N3/3PN3/3B4/PPP1QPPP/3R1RK1 b - - 3 12,d8d4 e4f6 e7f6 d3h7,1258,74,100,1104,discoveredAttack kingsideAttack,https://lichess.org/jlPQflVe/black#24,French_Defense French_Defense_Rubinstein_Variation
2XQCY,r2q1rk1/1pp2ppp/p2bpnb1/4N1B1/3nN3/P2B2Q1/1PP3PP/R4RK1 b - - 1 15,g6e4 g5f6 d8f6 f1f6,2225,104,100,64,pin,https://lichess.org/LRkcCKL5/black#30,
2XZft,r1b2rk1/1p2npp1/p3pq1p/2Q5/8/3B1N2/P4PPP/2R1R1K1 b - - 9 20,e7d5 d3h7 g8h7 c5f8 f6e7 f8e7,1580,194,100,32,deflection kingsideAttack,https://lichess.org/qnkaGzs5/black#40,
2Xy0u,b1krr3/3N2p1/p1P1pp1p/1p1p3P/q1nP2P1/8/PB2QP2/1KR4R b - - 3 28,a8c6 c1c4 a4c4 d7b6 c8c7 b6c4,1824,75,100,238,fork pin,https://lichess.org/P7vjr3FE/black#56,
2Y7TK,r2q1rk1/3nbppp/p3pn2/1pp3B1/4N2Q/3P3R/PP3PPP/R5K1 b - - 1 16,g7g6 e4f6 d7f6 g5f6 h7h5 f6e7,1795,74,100,121,kingsideAttack,https://lichess.org/Zxa2Bnvp/black#32,Zukertort_Opening Zukertort_Opening_Lemberger_Gambit
2Y93S,r4rk1/2p2qpp/p1n3p1/1p2R1P1/P1nP3P/1BB5/1P2QP2/R5K1 w - - 1 25,a4b5 c6e5 d4e5 a6b5 a1a8 f8a8,1752,251,100,8,capturingDefender,https://lichess.org/CbnrEc6p#49,
2YBO2,2r3k1/1R3p2/2p1p1p1/p3rnq1/3Q4/4P1P1/PP3PK1/1B5R w - - 2 34,d4e5 f5h4 h1h4 g5e5,1546,338,100,8,discoveredAttack pin,https://lichess.org/fVHzSazA#67,
2YG7w,r3r1k1/1p1qBp2/p3b1p1/2pNn2p/8/3P2P1/PPP2PBP/R4QK1 b - - 0 18,e8e7 d5f6 g8g7 f6d7,1112,77,100,163,fork,https://lichess.org/NwTrcSUw/black#36,Sicilian_Defense Sicilian_Defense_Lasker-Dunne_Attack
2YdgH,r3k3/ppp1bb2/2q2p2/1n6/5PP1/2PQ4/PP1P3P/RNB2RK1 w q - 3 20,a2a4 e7c5 f1f2 c5f2,1436,171,100,18,kingsideAttack,https://lichess.org/nNsfOWUc#39,
2YeJ3,5r1k/R1p1n1p1/3q3p/3p4/1P2PnN1/2P4P/3Q1PPK/8 b - - 2 29,d5e4 d2d6 c7d6 a7e7,1415,454,100,7,capturingDefender,https://lichess.org/OIAqc3L7/black#58,
2YxFs,r5r1/1b1k2q1/p3P1N1/1pp1b3/3p2Q1/1P1P4/P1P3PP/2B2RK1 b - - 0 30,d7c7 f1f7 c7b6 f7g7,1411,75,100,147,fork,https://lichess.org/cOMYzawC/black#60,
2YzxO,r3kb2/p6p/4bBr1/2pqN2Q/3p4/8/PPP2PPP/R3R1K1 w q - 3 19,h5f3 d5f3 e5f3 g6f6,1451,458,100,7,capturingDefender pin,https://lichess.org/GzyjLVQs#37,
2ZAyN,r3k2r/p2q1ppp/1pnb1n2/4p3/8/3P1N1P/PPP1BP2/RNBQ1RK1 w kq - 1 10,g1h2 e5e4 h2g2 e4f3,1310,208,100,17,discoveredAttack,https://lichess.org/3uJSzyZL#19,
2ZBIS,R1bk3r/1p4pp/2n1pp2/1B1n4/1b1P4/5NB1/5PPP/4K2R w K - 2 18,e1e2 d5c3 e2d3 c3b5,938,97,100,25,fork,https://lichess.org/n8a0EaaO#35,Sicilian_Defense Sicilian_Defense_Mengarini_Variation
2ZFTx,1Q1r2k1/5pbp/p4np1/2p1p3/2P1P3/3r1B1P/4NPP1/R5K1 w - - 1 28,b8e5 d3d1 a1d1 d8d1 g1h2 f6g4 f3g4 g7e5,1030,165,100,5,kingsideAttack,https://lichess.org/gSC1sZFy#55,
2ZVEM,2bq1rk1/1pN2p1p/p3pbpP/3p4/1n1P4/4Q1B1/PPP1P1B1/2KR2N1 w - - 1 17,a2a3 f6g5 g3f4 d8c7 f4c7 g5e3,1851,80,100,44,pin,https://lichess.org/q2QfLohu#33,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
2Zafn,2r2rk1/p2nbppp/n1Q1p3/q2p1N2/3P1B2/2P1P3/P1NK1PPP/R4B1R b - - 0 16,c8c6 f5e7 g8h8 e7c6,798,77,100,324,fork,https://lichess.org/2kENzg2N/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
2ZcfC,1r2kb1r/5p1p/1q1p1p2/p1pp4/PnP1PP2/1R6/1P1NB1PP/3Q1RK1 w k - 0 18,c4d5 c5c4 g1h1 c4b3,1498,379,100,8,discoveredAttack,https://lichess.org/kKFtMFHx#35,
2Zd9L,r2qr1k1/ppp3p1/6Np/8/1b4Q1/2NPn2P/PP3B2/2R2RK1 w - - 2 22,g4b4 d8g5 b4g4 e3g4,1227,75,100,264,fork,https://lichess.org/zuy9OTXK#43,
2ZdHS,r1b2rk1/ppqn2pp/2pb4/3NNpP1/3P4/3B1Q2/PPP3PP/R4RK1 b - - 0 13,c6d5 f3d5 g8h8 e5f7 f8f7 d5f7 d7f8 f7c7,1891,95,100,37,kingsideAttack,https://lichess.org/62QfRiGO/black#26,French_Defense French_Defense_Franco-Hiva_Gambit
2aBbB,6k1/2R2p2/5p1p/1P1b4/1r6/2N3P1/1K3P1P/4rB1R w - - 1 26,b2a3 b4b3 a3a2 b3c3,1284,76,100,899,discoveredAttack,https://lichess.org/EAdBlX4q#51,
2aIKT,3qr1k1/p1pn1pp1/2p4p/2bp1P2/1r6/1P4NQ/PBP3PP/4RR1K b - - 5 20,b4h4 e1e8 d8e8 h3h4,995,75,100,156,kingsideAttack,https://lichess.org/OGvwsPqh/black#40,
2aNzD,r1b4r/pp1pkp1p/2nqpnp1/8/4PP2/2P1B3/P1P1B1PP/R3QRK1 b - - 1 14,e7f8 e4e5 d6e7 e5f6,1122,311,100,12,fork,https://lichess.org/F78rPgIO/black#28,
2aQKm,1k5r/3rbn1p/2R2p2/Bp2pPp1/8/1P6/P5PP/2R3K1 b - - 2 32,b8b7 c6c7 d7c7 c1c7 b7a8 c7e7,1589,436,100,3,fork,https://lichess.org/DRqELQWw/black#64,
2aVTm,r1bq1rk1/pp2bp1p/2n1p1pQ/2ppP3/3P4/2PBP3/PP4PP/RNB2RK1 b - - 0 11,f7f6 d3g6 h7g6 h6g6,1351,354,100,4,kingsideAttack,https://lichess.org/AST6J4Uc/black#22,Horwitz_Defense Horwitz_Defense_Other_variations
2aVz9,5b1r/ppN2kpp/4pn2/8/2Qn4/7P/PqPB1PP1/R4RK1 w - - 0 19,d2c3 b2c3 c4c3 d4e2 g1h1 e2c3,1767,74,100,217,fork,https://lichess.org/vBm7KrzU#37,
2aYIW,r3r3/pbQ2qkp/1p4pb/8/8/2N5/PPP2PPP/1K1R1B1R w - - 1 18,d1d7 e8e1 c3d1 e1d1 d7d1 f7c7,740,77,100,276,deflection,https://lichess.org/qiRbzHhv#35,Owen_Defense Owen_Defense_Other_variations
2aaFl,r1b2rk1/pp4pp/2pR1p2/8/3N3P/2nB4/P1P2P2/4K1R1 b - - 1 20,c3a2 d3c4 g8h8 c4a2,1479,76,100,222,fork,https://lichess.org/8NTWpOO0/black#40,
2afWP,2kr3r/p1pq1ppp/2p5/2bb4/QP6/2N5/P4PPP/R1B1R1K1 b - - 0 18,c5f2 g1f2 d7f5 f2g1,1261,363,100,11,defensiveMove,https://lichess.org/9GusI6EE/black#36,
2ayr9,2kr1bnr/B1p2ppp/1pb1p3/4N3/1qP5/2N5/PP3PPP/R2Q1RK1 b - - 1 14,g8h6 d1d8 c8d8 e5c6 d8c8 c6b4,1500,500,100,1,fork,https://lichess.org/v3jk2ovY/black#28,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
2bME5,5rk1/pp1Q3p/1q2P1p1/7n/5r2/1P3N2/P2N1PPP/4R1K1 b - - 0 27,f8d8 e6e7 d8d7 e7e8q f4f8 e8d7,1484,75,100,417,fork,https://lichess.org/gdTyoUet/black#54,
2bSzc,r5r1/3N1pk1/2p1p2p/3p2p1/1P1P4/2R1PPRP/1Q6/5q1K w - - 1 31,g3g1 f1h3 b2h2 h3f3,1484,266,100,13,kingsideAttack,https://lichess.org/WEkgHU7Z#61,
2bsT0,5r1r/pp5k/1n1p1npP/1q2p3/3QP1B1/1PP2P2/PKN5/3R3R w - - 0 27,d4d6 b6c4 b2b1 c4d6,1351,74,100,863,pin,https://lichess.org/CzUMZM8o#53,
2bz5W,r1b4Q/1pq1kp2/p3pNp1/4n3/1b6/2pp4/PPB2P1P/1RB2RK1 w - - 0 25,c1g5 e5f3 g1g2 f3g5,1448,343,100,10,fork,https://lichess.org/ps3Fhicg#49,
2cL55,r4r1k/4n1p1/1q1p2pp/1p2p3/4P1n1/1B1P1N1P/1PQ2P2/R4RK1 w - - 0 25,h3g4 a8a1 f1a1 f8f3 a1a8 h8h7,1587,500,100,2,defensiveMove,https://lichess.org/xhQLDK1T#49,
2cTEh,3Qb1k1/p5pp/1p4qr/2pP1p2/2P2P2/4PBP1/P4R1r/4R1K1 w - - 2 30,f2h2 g6g3 f3g2 g3e1,1878,75,100,73,fork,https://lichess.org/JLdStueO#59,
2cTzK,3k1r2/1p6/pp1p3q/3Pn3/4PnR1/P1N2B2/1P1Q1K2/6R1 w - - 17 36,g4g8 f4h3 f2e2 h3g1 g8g1 h6d2 e2d2 e5f3 d2c2 f3g1,1833,88,100,81,fork,https://lichess.org/aIYqLanz#71,
2cY2i,r4r1k/pp4pp/5qp1/6b1/2BP4/2N4P/PP3P2/R2QK2R w KQ - 3 22,d1e2 a8e8 e1g1 e8e2,1700,157,100,11,pin,https://lichess.org/Xs381C9N#43,
2cYzF,4rr2/1p2q1bk/p3p1p1/3N3p/P7/3R3P/1P2QPP1/4R1K1 b - - 0 23,e6d5 e2e7 e8e7 e1e7,1076,76,100,184,pin,https://lichess.org/NZGakAAF/black#46,
2cZ19,1R6/r1r2ppk/4pb1p/p2p1P2/2qP4/P1P2Q1P/4N1PK/1R6 b - - 0 30,e6f5 f3f5 g7g6 f5f6,1128,98,100,61,deflection,https://lichess.org/1FsDexvT/black#60,
2ce5n,r6r/p1k3p1/1ppqbp1p/3p4/3N4/2QB3P/P1P2PP1/1R4K1 b - - 1 25,e6d7 d4b5 c7d8 b5d6,1175,75,100,588,pin,https://lichess.org/ISCZo3ch/black#50,
2ck87,r5k1/5n1p/1Q3Rp1/p2p4/P3r3/2P4P/q4PP1/3R2K1 b - - 3 30,g8g7 f6f7 g7f7 b6b7 e4e7 b7a8,1561,283,100,10,fork,https://lichess.org/9hWPvHEq/black#60,
2cnu3,r2q1rk1/2pn1pp1/p2bpn1B/1p2N3/3PN3/2P2Q2/PP3PPP/R4RK1 b - - 0 14,g7h6 e5c6 d8e8 f3f6 d7f6 e4f6 g8g7 f6e8,2042,193,100,3,fork,https://lichess.org/FRZv09xU/black#28,Horwitz_Defense Horwitz_Defense_Other_variations
2cujA,r2qkb1r/1b2nppp/p1npp3/1p1N4/4PB2/1B3N2/PP3PPP/2RQ1RK1 b kq - 3 11,c6a5 d5c7 d8c7 c1c7,1244,76,100,435,fork,https://lichess.org/EXO5JBaB/black#22,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
2cvMq,3q2k1/3P1pbp/1r2r1p1/pP6/4P3/4QPP1/1P1R2P1/1K5R b - - 0 25,b6b5 h1c1 d8d7 d2d7,1539,500,100,2,quietMove,https://lichess.org/mOFHTmaU/black#50,
2d0IH,r4rk1/4bppp/8/3bP3/2qN1Q1P/6R1/2P2PP1/5RK1 b - - 3 23,a8a4 f4h6 c4f1 g1f1 a4a1 f1e2,2125,86,100,36,pin,https://lichess.org/VYkyazR1/black#46,
2d36F,4k2r/1b2Bpb1/p2p2p1/1p4Qp/2q1P2P/n1N2P2/KPP3P1/3R3R w k - 2 23,a2a3 b5b4 a3a4 g7h6,2661,91,100,60,fork,https://lichess.org/jsPyprTK#45,
2dAiT,r4rk1/1p3pp1/p6p/q1pPn3/4N3/3Q1N1P/PR3PP1/4R1K1 w - - 1 23,f3e5 a5e1 g1h2 f7f5,1642,354,100,1,kingsideAttack,https://lichess.org/UschF84Y#45,
2dVAi,1q3rk1/6bp/2np1pp1/2p1p3/2PnP3/2NPB1P1/5PBP/2Q2RK1 w - - 2 21,c3d5 d4e2 g1h1 e2c1,920,81,100,61,fork,https://lichess.org/6Nk5yVgn#41,
2dWxq,5rk1/pp1n2p1/2pb3p/3pP1qb/3P4/2N3P1/PPQ3BP/R3B1K1 b - - 2 20,g5e3 e1f2 e3f2 c2f2,758,76,100,410,defensiveMove,https://lichess.org/8buwZMiH/black#40,
2diEx,7Q/p1p1bkpp/5n2/3n2q1/2BP4/5R2/PP2R1KP/8 w - - 1 28,g2f1 g5c1 f1g2 c1c4,1052,77,100,95,fork,https://lichess.org/T5ZDN6Yh#55,
2e9Rp,r2q1rk1/2p1b1pp/p1n2n2/1p1p1P2/3P2P1/4BN1P/PPB2P2/R2QK2R w KQ - 0 18,d1d2 e7b4 e1c1 b4d2,1224,76,100,213,pin,https://lichess.org/NDtSM0Dq#35,Italian_Game Italian_Game_Two_Knights_Defense
2e9px,r1bqk1nr/5ppp/p2pp3/1p6/QbB1PP2/2N2N2/6PP/R1B1K2R w KQkq - 0 12,c4b5 a6b5 a4a8 b4c3,1677,75,100,260,pin,https://lichess.org/uxKqRKwZ#23,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
2eDJs,r1b2rk1/ppp2pp1/3q3p/8/4R3/2PB4/PP4PP/RN2Q1K1 w - - 1 18,d3c2 d6b6 g1h1 b6b2 b1a3 b2a3,1856,214,100,18,fork,https://lichess.org/EAKmygAk#35,
2eJcE,r3r1k1/pb3ppp/4pn2/8/1Bq5/2P2N2/2P3PP/R3QRK1 b - - 0 19,f6d5 f3e5 c4c7 f1f7 c7f7 e5f7,1566,77,100,197,discoveredAttack,https://lichess.org/hbGOJxjt/black#38,
2eUy9,6k1/2pn3p/1p1p2pb/3Pp3/1PP2P1P/3q2P1/rr1BR1BK/3RQ3 b - - 0 30,e5f4 e2e8 h6f8 e1e6,1124,76,100,323,kingsideAttack,https://lichess.org/n7dEMzfd/black#60,
2elDU,7r/1rq1kpp1/1R1p1b1p/2pPpP2/2P1P3/1Q6/1R1B2PP/6K1 b - - 0 34,h8b8 b6b7 c7b7 b3b7 b8b7 b2b7,969,94,100,35,pin,https://lichess.org/2jq48dwJ/black#68,
2ex32,r4rk1/2p1n1pp/2q1b3/2ppBp2/8/PR1NbP2/6PP/1N2QR1K b - - 3 22,c5c4 d3b4 c6d7 b3e3,1584,500,100,3,discoveredAttack,https://lichess.org/ysyuWk9S/black#44,
2f1dm,r1b3k1/pp3pp1/2p2q1p/3p4/1P2r3/1NP1P3/1P4PP/R2Q1RK1 b - - 0 18,f6e6 b3c5 e6g4 c5e4,1511,269,100,14,fork,https://lichess.org/uso6MWYl/black#36,
2f6x3,2k4r/pppr1ppp/8/8/4n1b1/2P2N2/P3BPPP/R1B2RK1 w - - 0 15,c3c4 e4c3 f1e1 c3e2 e1e2 d7d1 e2e1 g4f3,2137,118,100,41,kingsideAttack,https://lichess.org/6snZkEvV#29,
2fBaG,rnb3k1/pp4p1/2p2r1p/3p4/3PR2q/1Q1B4/PP3PPP/5RK1 b - - 0 16,h4g5 e4e8 f6f8 d3h7,1129,76,100,1914,fork,https://lichess.org/6zYSusIn/black#32,Nimzo-Indian_Defense Nimzo-Indian_Defense_Leningrad_Variation
2fLF6,r3k2r/1b1n4/pq2N1pp/1pbpP1p1/8/5NBP/PPP2PP1/R2Q1RK1 w kq - 1 17,e6g7 e8f8,1924,454,100,3,defensiveMove,https://lichess.org/oZwdeUzh#33,
2fOqA,r2qkb1r/1ppb1pp1/7p/pP2p3/Pn2P3/2pP1NNP/B1P2PP1/R2Q1RK1 w kq - 1 17,a2f7 e8f7 f3e5 f7g8,1849,262,100,5,defensiveMove,https://lichess.org/yhVvHccD#33,
2gJ0f,3r4/1b1r1qk1/1p3ppb/2n1B2p/1N6/P1P2N1P/1P2RPP1/1Q2R1K1 b - - 0 30,f6e5 f3e5 f7f6 e5d7,1447,437,100,2,fork,https://lichess.org/7n4W2E3e/black#60,
2gMSn,2k2b1r/2p1qppp/8/p2Qp3/3nN3/P2P4/1PP2PPP/R1B1K2R w KQ - 3 18,d5c5 e7c5 e4c5 d4c2 e1d1 c2a1,1643,248,100,11,capturingDefender fork,https://lichess.org/gnQf0P86#35,
2gMqM,2kr1b1r/ppp1qppp/3pbn2/6N1/2B5/2N5/PPQ2PPP/R3R1K1 w - - 3 13,g5e6 f7e6 c4e6 c8b8,1657,362,100,2,defensiveMove,https://lichess.org/SaymiRVb#25,
2gQBq,r6k/4q2p/2bbp3/3p1pNB/1ppP1P2/2P1P2P/1P2Q3/6RK b - - 3 25,a8g8 g5f7 e7f7 h5f7,758,98,100,22,kingsideAttack,https://lichess.org/qAuXvrO5/black#50,
2geTd,2qr2k1/5ppp/1nN1pb2/2p5/2P1Q3/4P1P1/1B3P1P/R5K1 b - - 2 25,f6b2 c6e7 g8h8 e7c8,844,77,100,173,fork,https://lichess.org/2isF37e0/black#50,
2gryW,3r3r/2p2kb1/p1p1ppp1/P1q1n3/2P5/2N4P/1P2Q1PK/RB3R2 b - - 0 28,c5c4 e2e5 h8h3 g2h3,1879,75,100,97,pin,https://lichess.org/iAELWmwH/black#56,
2hAUJ,3qk2r/1p1b1pbp/p1r3p1/3NP3/1QPp4/1P6/P4PPP/3RR1K1 b k - 2 20,g7f8 d5f6 c6f6 e5f6,1148,80,100,61,discoveredAttack,https://lichess.org/XAFqtR8Z/black#40,
2hAlf,1r3k2/5pp1/3qp2p/P2b4/rP1N4/P3R3/2Q3PP/K2R4 b - - 3 31,b8b4 c2c8 f8e7 d4f5 e7f6 f5d6,1554,75,100,918,pin,https://lichess.org/U12S5i0C/black#62,
2hFyU,2r1r1k1/Q4ppp/2pq1n2/2n5/8/6N1/PPPB2PP/R4RK1 w - - 0 18,d2b4 d6d4 g1h1 d4b4,1073,189,100,33,fork,https://lichess.org/n2Ur6Ktf#35,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Ryder_Gambit
2hRqi,2r2rk1/pp1nq2p/2ppp3/7p/2PPP3/2N4R/PP1Q2PP/5RK1 w - - 0 19,h3h5 f8f1 g1f1 e7f7 d2f2 f7h5,1218,75,100,111,fork,https://lichess.org/l6Zg6ebR#37,
2hS3x,r4rk1/1b2qp1p/p3pnp1/P1pPP3/1pP5/1N3Q1P/1BB3P1/R6K b - - 0 28,f6d7 d5d6 e7h4 f3b7,1549,296,100,8,discoveredAttack,https://lichess.org/XkoKn3tG/black#56,
2hUsE,r3qrk1/2p2pbp/p1np2p1/1pNQ4/8/PP4P1/2P1NP2/1RB1R1K1 w - - 3 24,c1g5 d6c5 e2f4 c6e5 f4d3 c7c6,2459,151,100,16,quietMove,https://lichess.org/KVDZ1noI#47,
2hdj8,r2q1rk1/2p3pp/p2p4/1p2p1P1/1P2Q3/P2PN1PP/1P4K1/n1B1R3 b - - 1 22,a1b3 e4d5 g8h8 d5b3,1331,376,100,9,fork,https://lichess.org/rp3xHQXX/black#44,
2hkRV,rnb2rk1/qp3pbp/p2p1np1/2pP4/2N2B2/1BP2PN1/PP4PP/R2Q1RK1 w - - 7 15,c4d6 c5c4 g1h1 c4b3,1514,500,100,3,discoveredAttack,https://lichess.org/yIoHLgQG#29,
2hpS3,r1bqk2r/ppp2ppp/2nb1n2/4N1B1/3Pp3/2N5/PPP2PPP/R2QKB1R w KQkq - 2 7,c3e4 d6e5 d4e5 d8d1 a1d1 f6e4,1755,76,100,275,discoveredAttack,https://lichess.org/7il8Z7zy#13,Petrovs_Defense Petrovs_Defense_Three_Knights_Game
